video_id,segment,start,end
03bSnISJMiM,1,,
03bSnISJMiM,2,,
03bSnISJMiM,3,,
03bSnISJMiM,4,,
03bSnISJMiM,5,,
03bSnISJMiM,6,,
03bSnISJMiM,7,,
03bSnISJMiM,8,,
03bSnISJMiM,9,,
03bSnISJMiM,10,,
03bSnISJMiM,11,,
03bSnISJMiM,12,,
03bSnISJMiM,13,,
0h-zjBukYpk,1,,
0h-zjBukYpk,2,,
0h-zjBukYpk,3,,
0h-zjBukYpk,4,,
0h-zjBukYpk,5,,
0h-zjBukYpk,6,,
0h-zjBukYpk,7,,
0h-zjBukYpk,8,,
0h-zjBukYpk,9,,
0h-zjBukYpk,10,,
0h-zjBukYpk,11,,
0h-zjBukYpk,12,,
0h-zjBukYpk,13,,
0h-zjBukYpk,14,,
0h-zjBukYpk,15,,
0h-zjBukYpk,16,,
0h-zjBukYpk,17,,
0h-zjBukYpk,18,,
0h-zjBukYpk,19,,
0h-zjBukYpk,20,,
0h-zjBukYpk,21,,
0h-zjBukYpk,22,,
0h-zjBukYpk,23,,
0h-zjBukYpk,24,,
0h-zjBukYpk,25,,
1DmNV9C1hbY,1,,
1DmNV9C1hbY,2,,
1DmNV9C1hbY,3,,
1DmNV9C1hbY,4,,
1DmNV9C1hbY,5,,
1DmNV9C1hbY,6,,
1DmNV9C1hbY,7,,
1DmNV9C1hbY,8,,
1DmNV9C1hbY,9,,
1DmNV9C1hbY,10,,
1DmNV9C1hbY,11,,
1DmNV9C1hbY,12,,
1DmNV9C1hbY,13,,
1DmNV9C1hbY,14,,
1iG0909rllw,1,,
1iG0909rllw,2,,
1iG0909rllw,3,,
1iG0909rllw,4,,
1iG0909rllw,5,,
1iG0909rllw,6,,
1iG0909rllw,7,,
1iG0909rllw,8,,
1iG0909rllw,9,,
1iG0909rllw,10,,
1iG0909rllw,11,,
1iG0909rllw,12,,
1iG0909rllw,13,,
1iG0909rllw,14,,
1iG0909rllw,15,,
1iG0909rllw,16,,
1iG0909rllw,17,,
1iG0909rllw,18,,
1iG0909rllw,19,,
1iG0909rllw,20,,
1iG0909rllw,21,,
1iG0909rllw,22,,
1iG0909rllw,23,,
1iG0909rllw,24,,
1iG0909rllw,25,,
1iG0909rllw,26,,
1iG0909rllw,27,,
1iG0909rllw,28,,
1iG0909rllw,29,,
1iG0909rllw,30,,
2WGyTLYerpo,1,,
2WGyTLYerpo,2,,
2WGyTLYerpo,3,,
2WGyTLYerpo,4,,
2WGyTLYerpo,5,,
2WGyTLYerpo,6,,
2WGyTLYerpo,7,,
2WGyTLYerpo,8,,
2WGyTLYerpo,9,,
2WGyTLYerpo,10,,
2WGyTLYerpo,11,,
2WGyTLYerpo,12,,
2WGyTLYerpo,13,,
2WGyTLYerpo,14,,
2WGyTLYerpo,15,,
2WGyTLYerpo,16,,
2WGyTLYerpo,17,,
2WGyTLYerpo,18,,
2WGyTLYerpo,19,,
2WGyTLYerpo,20,,
2WGyTLYerpo,21,,
2WGyTLYerpo,22,,
2WGyTLYerpo,23,,
2WGyTLYerpo,24,,
2WGyTLYerpo,25,,
2WGyTLYerpo,26,,
2WGyTLYerpo,27,,
2WGyTLYerpo,28,,
2WGyTLYerpo,29,,
2WGyTLYerpo,30,,
2WGyTLYerpo,31,,
2WGyTLYerpo,32,,
2WGyTLYerpo,33,,
2WGyTLYerpo,34,,
2WGyTLYerpo,35,,
2WGyTLYerpo,36,,
2WGyTLYerpo,37,,
2WGyTLYerpo,38,,
2WGyTLYerpo,39,,
2WGyTLYerpo,40,,
2WGyTLYerpo,41,,
2WGyTLYerpo,42,,
2WGyTLYerpo,43,,
2WGyTLYerpo,45,,
2WGyTLYerpo,46,,
2WGyTLYerpo,47,,
2WGyTLYerpo,48,,
2WGyTLYerpo,49,,
2WGyTLYerpo,50,,
2WGyTLYerpo,51,,
2WGyTLYerpo,52,,
2WGyTLYerpo,53,,
2WGyTLYerpo,54,,
2WGyTLYerpo,55,,
2WGyTLYerpo,56,,
2WGyTLYerpo,57,,
2WGyTLYerpo,58,,
2WGyTLYerpo,59,,
2WGyTLYerpo,60,,
2WGyTLYerpo,61,,
2WGyTLYerpo,62,,
2WGyTLYerpo,63,,
2iD-tVS8NPw,1,,
2iD-tVS8NPw,2,,
2iD-tVS8NPw,3,,
2iD-tVS8NPw,4,,
2iD-tVS8NPw,5,,
2iD-tVS8NPw,6,,
2iD-tVS8NPw,7,,
2iD-tVS8NPw,8,,
2iD-tVS8NPw,9,,
2iD-tVS8NPw,10,,
2iD-tVS8NPw,11,,
2iD-tVS8NPw,12,,
2iD-tVS8NPw,13,,
2iD-tVS8NPw,14,,
2iD-tVS8NPw,15,,
2iD-tVS8NPw,16,,
2iD-tVS8NPw,17,,
2iD-tVS8NPw,18,,
2iD-tVS8NPw,19,,
2iD-tVS8NPw,20,,
2iD-tVS8NPw,21,,
2iD-tVS8NPw,22,,
2iD-tVS8NPw,23,,
2iD-tVS8NPw,24,,
2iD-tVS8NPw,25,,
2iD-tVS8NPw,26,,
2iD-tVS8NPw,27,,
2iD-tVS8NPw,28,,
2iD-tVS8NPw,29,,
2iD-tVS8NPw,30,,
5W7Z1C_fDaE,1,,
5W7Z1C_fDaE,2,,
5W7Z1C_fDaE,3,,
5W7Z1C_fDaE,4,,
5W7Z1C_fDaE,5,,
5W7Z1C_fDaE,6,,
5W7Z1C_fDaE,7,,
5W7Z1C_fDaE,8,,
5W7Z1C_fDaE,9,,
5W7Z1C_fDaE,10,,
5W7Z1C_fDaE,11,,
5W7Z1C_fDaE,12,,
5W7Z1C_fDaE,13,,
5W7Z1C_fDaE,14,,
5W7Z1C_fDaE,15,,
5W7Z1C_fDaE,16,,
5W7Z1C_fDaE,17,,
5W7Z1C_fDaE,18,,
5W7Z1C_fDaE,19,,
5W7Z1C_fDaE,20,,
5W7Z1C_fDaE,21,,
5W7Z1C_fDaE,22,,
5W7Z1C_fDaE,23,,
5W7Z1C_fDaE,24,,
6Egk_28TtTM,1,,
6Egk_28TtTM,2,,
6Egk_28TtTM,3,,
6Egk_28TtTM,4,,
6Egk_28TtTM,5,,
6Egk_28TtTM,6,,
6Egk_28TtTM,7,,
6Egk_28TtTM,8,,
6Egk_28TtTM,9,,
6Egk_28TtTM,10,,
6Egk_28TtTM,11,,
6Egk_28TtTM,12,,
6_0THN4chvY,1,,
6_0THN4chvY,2,,
6_0THN4chvY,3,,
6_0THN4chvY,4,,
6_0THN4chvY,5,,
6_0THN4chvY,6,,
6_0THN4chvY,7,,
6_0THN4chvY,8,,
6_0THN4chvY,9,,
6_0THN4chvY,10,,
6_0THN4chvY,11,,
6_0THN4chvY,12,,
6_0THN4chvY,13,,
6_0THN4chvY,14,,
73jzhE8R1TQ,1,,
73jzhE8R1TQ,2,,
73jzhE8R1TQ,3,,
73jzhE8R1TQ,4,,
73jzhE8R1TQ,5,,
73jzhE8R1TQ,6,,
73jzhE8R1TQ,7,,
73jzhE8R1TQ,8,,
73jzhE8R1TQ,9,,
73jzhE8R1TQ,10,,
73jzhE8R1TQ,11,,
73jzhE8R1TQ,12,,
73jzhE8R1TQ,13,,
73jzhE8R1TQ,14,,
73jzhE8R1TQ,15,,
73jzhE8R1TQ,16,,
73jzhE8R1TQ,17,,
73jzhE8R1TQ,18,,
73jzhE8R1TQ,19,,
7JsX8y1ysxY,1,,
7JsX8y1ysxY,2,,
7JsX8y1ysxY,3,,
7JsX8y1ysxY,4,,
7JsX8y1ysxY,5,,
7JsX8y1ysxY,6,,
7JsX8y1ysxY,7,,
7JsX8y1ysxY,8,,
7JsX8y1ysxY,9,,
7JsX8y1ysxY,10,,
7JsX8y1ysxY,11,,
7JsX8y1ysxY,12,,
7JsX8y1ysxY,13,,
7JsX8y1ysxY,14,,
7JsX8y1ysxY,15,,
7JsX8y1ysxY,16,,
7JsX8y1ysxY,17,,
7JsX8y1ysxY,18,,
7JsX8y1ysxY,19,,
7JsX8y1ysxY,20,,
7JsX8y1ysxY,21,,
7JsX8y1ysxY,22,,
7JsX8y1ysxY,23,,
7JsX8y1ysxY,24,,
7JsX8y1ysxY,25,,
7JsX8y1ysxY,26,,
7JsX8y1ysxY,27,,
7JsX8y1ysxY,28,,
7JsX8y1ysxY,29,,
7JsX8y1ysxY,30,,
7JsX8y1ysxY,31,,
7JsX8y1ysxY,32,,
7JsX8y1ysxY,33,,
7JsX8y1ysxY,34,,
7JsX8y1ysxY,35,,
7JsX8y1ysxY,36,,
7JsX8y1ysxY,37,,
7JsX8y1ysxY,38,,
7JsX8y1ysxY,39,,
8OtFthrtaJM,1,,
8OtFthrtaJM,2,,
8OtFthrtaJM,3,,
8OtFthrtaJM,4,,
8OtFthrtaJM,5,,
8OtFthrtaJM,6,,
8OtFthrtaJM,7,,
8OtFthrtaJM,8,,
8OtFthrtaJM,9,,
8OtFthrtaJM,10,,
8OtFthrtaJM,11,,
8OtFthrtaJM,12,,
8OtFthrtaJM,13,,
8OtFthrtaJM,14,,
8OtFthrtaJM,15,,
8OtFthrtaJM,16,,
8OtFthrtaJM,17,,
8OtFthrtaJM,18,,
8OtFthrtaJM,19,,
8OtFthrtaJM,20,,
8OtFthrtaJM,21,,
8OtFthrtaJM,22,,
8OtFthrtaJM,23,,
8d-gEyoeBzc,1,,
8d-gEyoeBzc,2,,
8d-gEyoeBzc,3,,
8d-gEyoeBzc,4,,
8d-gEyoeBzc,5,,
8d-gEyoeBzc,6,,
8d-gEyoeBzc,7,,
8d-gEyoeBzc,8,,
8d-gEyoeBzc,9,,
8d-gEyoeBzc,10,,
8d-gEyoeBzc,11,,
8d-gEyoeBzc,12,,
8d-gEyoeBzc,13,,
8d-gEyoeBzc,14,,
8d-gEyoeBzc,15,,
8d-gEyoeBzc,16,,
8d-gEyoeBzc,17,,
8d-gEyoeBzc,18,,
8d-gEyoeBzc,19,,
8d-gEyoeBzc,20,,
8d-gEyoeBzc,21,,
8d-gEyoeBzc,22,,
8d-gEyoeBzc,23,,
8d-gEyoeBzc,24,,
8d-gEyoeBzc,25,,
8d-gEyoeBzc,26,,
8d-gEyoeBzc,27,,
8d-gEyoeBzc,28,,
8d-gEyoeBzc,29,,
8d-gEyoeBzc,30,,
8qrpnFRGt2A,1,,
8qrpnFRGt2A,2,,
8qrpnFRGt2A,3,,
8qrpnFRGt2A,4,,
8qrpnFRGt2A,5,,
8qrpnFRGt2A,6,,
8qrpnFRGt2A,7,,
8qrpnFRGt2A,8,,
8qrpnFRGt2A,9,,
8qrpnFRGt2A,10,,
8qrpnFRGt2A,11,,
8qrpnFRGt2A,12,,
8qrpnFRGt2A,13,,
8qrpnFRGt2A,14,,
8qrpnFRGt2A,15,,
8qrpnFRGt2A,16,,
8qrpnFRGt2A,17,,
8qrpnFRGt2A,18,,
8qrpnFRGt2A,19,,
8qrpnFRGt2A,20,,
8qrpnFRGt2A,21,,
8qrpnFRGt2A,22,,
8qrpnFRGt2A,23,,
8qrpnFRGt2A,24,,
8qrpnFRGt2A,25,,
8qrpnFRGt2A,26,,
9J25DZhivz8,1,,
9J25DZhivz8,2,,
9J25DZhivz8,3,,
9J25DZhivz8,4,,
9J25DZhivz8,5,,
9J25DZhivz8,6,,
9J25DZhivz8,7,,
9J25DZhivz8,8,,
9J25DZhivz8,9,,
9J25DZhivz8,10,,
9J25DZhivz8,11,,
9J25DZhivz8,12,,
9J25DZhivz8,13,,
9J25DZhivz8,14,,
9J25DZhivz8,15,,
9J25DZhivz8,16,,
9J25DZhivz8,17,,
9J25DZhivz8,18,,
9J25DZhivz8,19,,
9J25DZhivz8,20,,
9J25DZhivz8,21,,
9J25DZhivz8,22,,
9J25DZhivz8,23,,
9J25DZhivz8,24,,
9J25DZhivz8,25,,
9T9Hf74oK10,1,,
9T9Hf74oK10,2,,
9T9Hf74oK10,3,,
9T9Hf74oK10,4,,
9T9Hf74oK10,5,,
9T9Hf74oK10,6,,
9T9Hf74oK10,7,,
9T9Hf74oK10,8,,
9T9Hf74oK10,9,,
9T9Hf74oK10,10,,
9T9Hf74oK10,11,,
9T9Hf74oK10,12,,
9T9Hf74oK10,13,,
9T9Hf74oK10,14,,
9T9Hf74oK10,15,,
9T9Hf74oK10,16,,
9T9Hf74oK10,17,,
9T9Hf74oK10,18,,
9T9Hf74oK10,19,,
9T9Hf74oK10,20,,
9T9Hf74oK10,21,,
9T9Hf74oK10,22,,
9T9Hf74oK10,23,,
9T9Hf74oK10,24,,
9T9Hf74oK10,25,,
9c67fiY0wGQ,1,,
9c67fiY0wGQ,2,,
9c67fiY0wGQ,3,,
9c67fiY0wGQ,4,,
9c67fiY0wGQ,5,,
9c67fiY0wGQ,6,,
9c67fiY0wGQ,7,,
9c67fiY0wGQ,8,,
9c67fiY0wGQ,9,,
9c67fiY0wGQ,10,,
9c67fiY0wGQ,11,,
9c67fiY0wGQ,12,,
9qR7uwkblbs,1,,
9qR7uwkblbs,2,,
9qR7uwkblbs,3,,
9qR7uwkblbs,4,,
9qR7uwkblbs,5,,
9qR7uwkblbs,6,,
9qR7uwkblbs,7,,
9qR7uwkblbs,8,,
9qR7uwkblbs,9,,
9qR7uwkblbs,10,,
9qR7uwkblbs,11,,
9qR7uwkblbs,12,,
9qR7uwkblbs,13,,
9qR7uwkblbs,14,,
9qR7uwkblbs,15,,
9qR7uwkblbs,16,,
9qR7uwkblbs,17,,
9qR7uwkblbs,18,,
9qR7uwkblbs,19,,
9qR7uwkblbs,20,,
9qR7uwkblbs,21,,
9qR7uwkblbs,22,,
9qR7uwkblbs,23,,
9qR7uwkblbs,24,,
9qR7uwkblbs,25,,
9qR7uwkblbs,26,,
9qR7uwkblbs,27,,
9qR7uwkblbs,28,,
9qR7uwkblbs,29,,
9qR7uwkblbs,30,,
9qR7uwkblbs,31,,
9qR7uwkblbs,32,,
9qR7uwkblbs,33,,
Af8D0E4ZXaw,1,,
Af8D0E4ZXaw,2,,
Af8D0E4ZXaw,3,,
Af8D0E4ZXaw,4,,
Af8D0E4ZXaw,5,,
Af8D0E4ZXaw,6,,
Af8D0E4ZXaw,7,,
Af8D0E4ZXaw,8,,
Af8D0E4ZXaw,9,,
Af8D0E4ZXaw,10,,
Af8D0E4ZXaw,11,,
Af8D0E4ZXaw,12,,
Af8D0E4ZXaw,13,,
Af8D0E4ZXaw,14,,
Af8D0E4ZXaw,15,,
Af8D0E4ZXaw,16,,
Af8D0E4ZXaw,17,,
Af8D0E4ZXaw,18,,
Af8D0E4ZXaw,19,,
Af8D0E4ZXaw,20,,
Af8D0E4ZXaw,21,,
Af8D0E4ZXaw,22,,
Af8D0E4ZXaw,23,,
Af8D0E4ZXaw,24,,
Af8D0E4ZXaw,25,,
Af8D0E4ZXaw,26,,
Af8D0E4ZXaw,27,,
Af8D0E4ZXaw,28,,
Af8D0E4ZXaw,29,,
Af8D0E4ZXaw,30,,
Af8D0E4ZXaw,31,,
BI97DNYfe5I,1,,
BI97DNYfe5I,2,,
BI97DNYfe5I,3,,
BI97DNYfe5I,4,,
BI97DNYfe5I,5,,
BI97DNYfe5I,6,,
BI97DNYfe5I,7,,
BI97DNYfe5I,8,,
BI97DNYfe5I,9,,
BI97DNYfe5I,10,,
BI97DNYfe5I,11,,
BI97DNYfe5I,12,,
BI97DNYfe5I,13,,
BI97DNYfe5I,14,,
BI97DNYfe5I,15,,
BI97DNYfe5I,16,,
BI97DNYfe5I,17,,
BI97DNYfe5I,18,,
BI97DNYfe5I,19,,
BI97DNYfe5I,20,,
BI97DNYfe5I,21,,
BI97DNYfe5I,22,,
BI97DNYfe5I,23,,
BI97DNYfe5I,24,,
BI97DNYfe5I,25,,
BI97DNYfe5I,26,,
BI97DNYfe5I,27,,
BI97DNYfe5I,28,,
BI97DNYfe5I,29,,
BI97DNYfe5I,30,,
BI97DNYfe5I,31,,
BXuRRbG0Ugk,1,,
BXuRRbG0Ugk,2,,
BXuRRbG0Ugk,3,,
BXuRRbG0Ugk,4,,
BXuRRbG0Ugk,5,,
BXuRRbG0Ugk,6,,
BXuRRbG0Ugk,7,,
BXuRRbG0Ugk,8,,
BXuRRbG0Ugk,9,,
BXuRRbG0Ugk,10,,
BXuRRbG0Ugk,11,,
BXuRRbG0Ugk,12,,
BXuRRbG0Ugk,13,,
BXuRRbG0Ugk,14,,
BXuRRbG0Ugk,15,,
BXuRRbG0Ugk,16,,
BXuRRbG0Ugk,17,,
BXuRRbG0Ugk,18,,
BXuRRbG0Ugk,19,,
BXuRRbG0Ugk,20,,
BXuRRbG0Ugk,21,,
BXuRRbG0Ugk,22,,
BXuRRbG0Ugk,23,,
BXuRRbG0Ugk,24,,
BXuRRbG0Ugk,25,,
BXuRRbG0Ugk,26,,
BXuRRbG0Ugk,27,,
BXuRRbG0Ugk,28,,
BXuRRbG0Ugk,29,,
BXuRRbG0Ugk,30,,
BXuRRbG0Ugk,31,,
Bfr499ggo-0,1,,
Bfr499ggo-0,2,,
Bfr499ggo-0,3,,
Bfr499ggo-0,4,,
Bfr499ggo-0,5,,
Bfr499ggo-0,6,,
Bfr499ggo-0,7,,
Bfr499ggo-0,8,,
Bfr499ggo-0,9,,
Bfr499ggo-0,10,,
Bfr499ggo-0,11,,
Bfr499ggo-0,12,,
Bfr499ggo-0,13,,
Bfr499ggo-0,14,,
Bfr499ggo-0,15,,
Bfr499ggo-0,16,,
Bfr499ggo-0,17,,
Bfr499ggo-0,18,,
Bfr499ggo-0,19,,
Bfr499ggo-0,20,,
Bfr499ggo-0,21,,
Bfr499ggo-0,22,,
BioHAh1qJAQ,1,,
BioHAh1qJAQ,2,,
BioHAh1qJAQ,3,,
BioHAh1qJAQ,4,,
BioHAh1qJAQ,5,,
BioHAh1qJAQ,6,,
BioHAh1qJAQ,7,,
BioHAh1qJAQ,8,,
BioHAh1qJAQ,9,,
BioHAh1qJAQ,10,,
BioHAh1qJAQ,11,,
BioHAh1qJAQ,12,,
BioHAh1qJAQ,13,,
BioHAh1qJAQ,14,,
BioHAh1qJAQ,15,,
BioHAh1qJAQ,16,,
BioHAh1qJAQ,17,,
BioHAh1qJAQ,18,,
BioHAh1qJAQ,19,,
BioHAh1qJAQ,20,,
BioHAh1qJAQ,21,,
BioHAh1qJAQ,22,,
BioHAh1qJAQ,23,,
BioHAh1qJAQ,24,,
BioHAh1qJAQ,25,,
BioHAh1qJAQ,26,,
BioHAh1qJAQ,27,,
BioHAh1qJAQ,28,,
BioHAh1qJAQ,29,,
BioHAh1qJAQ,30,,
BvYR0L6f2Ig,1,,
BvYR0L6f2Ig,2,,
BvYR0L6f2Ig,3,,
BvYR0L6f2Ig,4,,
BvYR0L6f2Ig,5,,
BvYR0L6f2Ig,6,,
BvYR0L6f2Ig,7,,
BvYR0L6f2Ig,8,,
BvYR0L6f2Ig,9,,
BvYR0L6f2Ig,10,,
BvYR0L6f2Ig,11,,
BvYR0L6f2Ig,12,,
BvYR0L6f2Ig,13,,
BvYR0L6f2Ig,14,,
BvYR0L6f2Ig,15,,
BvYR0L6f2Ig,16,,
BvYR0L6f2Ig,17,,
BvYR0L6f2Ig,18,,
BvYR0L6f2Ig,19,,
BvYR0L6f2Ig,20,,
BvYR0L6f2Ig,21,,
BvYR0L6f2Ig,22,,
BvYR0L6f2Ig,23,,
BvYR0L6f2Ig,24,,
BvYR0L6f2Ig,25,,
BvYR0L6f2Ig,26,,
Ci-AH39fi3Y,1,,
Ci-AH39fi3Y,2,,
Ci-AH39fi3Y,3,,
Ci-AH39fi3Y,4,,
Ci-AH39fi3Y,5,,
Ci-AH39fi3Y,6,,
Ci-AH39fi3Y,7,,
Ci-AH39fi3Y,8,,
Ci-AH39fi3Y,9,,
Ci-AH39fi3Y,10,,
Ci-AH39fi3Y,11,,
Ci-AH39fi3Y,12,,
Ci-AH39fi3Y,13,,
