video_id,segment,start,end
Ci-AH39fi3Y,14,,
Ci-AH39fi3Y,15,,
Ci-AH39fi3Y,16,,
Ci-AH39fi3Y,17,,
Ci-AH39fi3Y,18,,
Ci-AH39fi3Y,19,,
Ci-AH39fi3Y,20,,
Ci-AH39fi3Y,21,,
Ci-AH39fi3Y,22,,
Ci-AH39fi3Y,23,,
Ci-AH39fi3Y,24,,
Ci-AH39fi3Y,25,,
Ci-AH39fi3Y,26,,
Ci-AH39fi3Y,27,,
Ci-AH39fi3Y,28,,
Ci-AH39fi3Y,29,,
Ci-AH39fi3Y,30,,
Ci-AH39fi3Y,31,,
Ci-AH39fi3Y,32,,
Ci-AH39fi3Y,33,,
Ci-AH39fi3Y,34,,
Ci-AH39fi3Y,35,,
Ci-AH39fi3Y,36,,
Ci-AH39fi3Y,37,,
Ci-AH39fi3Y,38,,
Ci-AH39fi3Y,39,,
Ci-AH39fi3Y,40,,
Ci-AH39fi3Y,41,,
Ci-AH39fi3Y,42,,
Ci-AH39fi3Y,43,,
Ci-AH39fi3Y,44,,
Clx4VXItLTE,1,,
Clx4VXItLTE,2,,
Clx4VXItLTE,3,,
Clx4VXItLTE,4,,
Clx4VXItLTE,5,,
Clx4VXItLTE,6,,
Clx4VXItLTE,7,,
Clx4VXItLTE,8,,
Clx4VXItLTE,9,,
Clx4VXItLTE,10,,
Clx4VXItLTE,11,,
Clx4VXItLTE,12,,
Clx4VXItLTE,13,,
Clx4VXItLTE,14,,
Clx4VXItLTE,15,,
Clx4VXItLTE,16,,
Clx4VXItLTE,17,,
Clx4VXItLTE,18,,
Clx4VXItLTE,19,,
Clx4VXItLTE,20,,
Clx4VXItLTE,21,,
Clx4VXItLTE,22,,
Clx4VXItLTE,23,,
Clx4VXItLTE,24,,
Clx4VXItLTE,25,,
Clx4VXItLTE,26,,
Clx4VXItLTE,27,,
Clx4VXItLTE,28,,
Clx4VXItLTE,29,,
Clx4VXItLTE,30,,
Clx4VXItLTE,31,,
Dg_0XKD0Mf4,1,,
Dg_0XKD0Mf4,2,,
Dg_0XKD0Mf4,3,,
Dg_0XKD0Mf4,4,,
Dg_0XKD0Mf4,5,,
Dg_0XKD0Mf4,6,,
Dg_0XKD0Mf4,7,,
Dg_0XKD0Mf4,8,,
Dg_0XKD0Mf4,9,,
Dg_0XKD0Mf4,10,,
Dg_0XKD0Mf4,11,,
Dg_0XKD0Mf4,12,,
Dg_0XKD0Mf4,13,,
Dg_0XKD0Mf4,14,,
Dg_0XKD0Mf4,15,,
Dg_0XKD0Mf4,16,,
Dg_0XKD0Mf4,17,,
Dg_0XKD0Mf4,18,,
G-xst2euQUc,1,,
G-xst2euQUc,2,,
G-xst2euQUc,3,,
G-xst2euQUc,4,,
G-xst2euQUc,5,,
G-xst2euQUc,6,,
G-xst2euQUc,7,,
G-xst2euQUc,8,,
G-xst2euQUc,9,,
G-xst2euQUc,10,,
G-xst2euQUc,11,,
G-xst2euQUc,12,,
G-xst2euQUc,13,,
G-xst2euQUc,14,,
G-xst2euQUc,15,,
G-xst2euQUc,16,,
G-xst2euQUc,17,,
G-xst2euQUc,18,,
G-xst2euQUc,19,,
G-xst2euQUc,20,,
G-xst2euQUc,21,,
G6GlGvlkxAQ,1,,
G6GlGvlkxAQ,2,,
G6GlGvlkxAQ,3,,
G6GlGvlkxAQ,4,,
G6GlGvlkxAQ,5,,
G6GlGvlkxAQ,6,,
G6GlGvlkxAQ,7,,
G6GlGvlkxAQ,8,,
G6GlGvlkxAQ,9,,
G6GlGvlkxAQ,10,,
G6GlGvlkxAQ,11,,
G6GlGvlkxAQ,12,,
G6GlGvlkxAQ,13,,
G6GlGvlkxAQ,14,,
G6GlGvlkxAQ,15,,
G6GlGvlkxAQ,16,,
G6GlGvlkxAQ,17,,
G6GlGvlkxAQ,18,,
G6GlGvlkxAQ,19,,
G6GlGvlkxAQ,20,,
G6GlGvlkxAQ,21,,
G6GlGvlkxAQ,22,,
G6GlGvlkxAQ,23,,
G6GlGvlkxAQ,24,,
G6GlGvlkxAQ,25,,
G6GlGvlkxAQ,26,,
G6GlGvlkxAQ,27,,
G6GlGvlkxAQ,28,,
G6GlGvlkxAQ,29,,
GWuJjcEuzt8,1,,
GWuJjcEuzt8,2,,
GWuJjcEuzt8,3,,
GWuJjcEuzt8,4,,
GWuJjcEuzt8,5,,
GWuJjcEuzt8,6,,
GWuJjcEuzt8,7,,
GWuJjcEuzt8,8,,
GWuJjcEuzt8,9,,
GWuJjcEuzt8,10,,
GWuJjcEuzt8,11,,
GWuJjcEuzt8,12,,
GWuJjcEuzt8,13,,
GWuJjcEuzt8,14,,
GWuJjcEuzt8,15,,
GWuJjcEuzt8,16,,
GWuJjcEuzt8,17,,
GWuJjcEuzt8,18,,
HEsqda8_d0Q,1,,
HEsqda8_d0Q,2,,
HEsqda8_d0Q,3,,
HEsqda8_d0Q,4,,
HEsqda8_d0Q,5,,
HEsqda8_d0Q,6,,
HEsqda8_d0Q,7,,
HEsqda8_d0Q,8,,
HEsqda8_d0Q,9,,
HEsqda8_d0Q,10,,
HEsqda8_d0Q,11,,
HEsqda8_d0Q,12,,
HEsqda8_d0Q,13,,
HEsqda8_d0Q,14,,
HEsqda8_d0Q,15,,
HEsqda8_d0Q,16,,
HEsqda8_d0Q,17,,
HEsqda8_d0Q,18,,
HEsqda8_d0Q,19,,
HEsqda8_d0Q,20,,
HEsqda8_d0Q,21,,
HEsqda8_d0Q,22,,
HEsqda8_d0Q,23,,
HEsqda8_d0Q,24,,
HEsqda8_d0Q,25,,
HEsqda8_d0Q,26,,
HEsqda8_d0Q,27,,
HEsqda8_d0Q,28,,
HEsqda8_d0Q,29,,
HEsqda8_d0Q,30,,
HEsqda8_d0Q,31,,
HEsqda8_d0Q,32,,
HEsqda8_d0Q,33,,
HEsqda8_d0Q,34,,
I5y0__X72p0,1,,
I5y0__X72p0,2,,
I5y0__X72p0,3,,
I5y0__X72p0,4,,
I5y0__X72p0,5,,
I5y0__X72p0,6,,
I5y0__X72p0,7,,
I5y0__X72p0,8,,
I5y0__X72p0,9,,
I5y0__X72p0,10,,
I5y0__X72p0,11,,
I5y0__X72p0,12,,
I5y0__X72p0,13,,
I5y0__X72p0,14,,
I5y0__X72p0,15,,
I5y0__X72p0,16,,
I5y0__X72p0,17,,
I5y0__X72p0,18,,
I5y0__X72p0,19,,
I5y0__X72p0,20,,
I5y0__X72p0,21,,
I5y0__X72p0,22,,
I5y0__X72p0,23,,
I5y0__X72p0,24,,
I5y0__X72p0,25,,
I5y0__X72p0,26,,
I5y0__X72p0,27,,
I5y0__X72p0,28,,
I5y0__X72p0,29,,
I5y0__X72p0,30,,
I5y0__X72p0,31,,
I5y0__X72p0,32,,
I5y0__X72p0,33,,
I5y0__X72p0,34,,
I5y0__X72p0,35,,
I5y0__X72p0,36,,
I5y0__X72p0,37,,
I5y0__X72p0,38,,
I5y0__X72p0,39,,
Iu2PFX3z_1s,1,,
Iu2PFX3z_1s,2,,
Iu2PFX3z_1s,3,,
Iu2PFX3z_1s,4,,
Iu2PFX3z_1s,5,,
Iu2PFX3z_1s,6,,
Iu2PFX3z_1s,7,,
Iu2PFX3z_1s,8,,
Iu2PFX3z_1s,9,,
Iu2PFX3z_1s,10,,
Iu2PFX3z_1s,11,,
Iu2PFX3z_1s,12,,
Iu2PFX3z_1s,13,,
Iu2PFX3z_1s,14,,
Iu2PFX3z_1s,15,,
Iu2PFX3z_1s,16,,
IumbAb8q2dM,1,,
IumbAb8q2dM,2,,
IumbAb8q2dM,3,,
IumbAb8q2dM,4,,
IumbAb8q2dM,5,,
IumbAb8q2dM,6,,
IumbAb8q2dM,7,,
IumbAb8q2dM,8,,
IumbAb8q2dM,9,,
IumbAb8q2dM,10,,
IumbAb8q2dM,11,,
IumbAb8q2dM,12,,
IumbAb8q2dM,13,,
IumbAb8q2dM,14,,
IumbAb8q2dM,15,,
IumbAb8q2dM,16,,
IumbAb8q2dM,17,,
IumbAb8q2dM,18,,
IumbAb8q2dM,19,,
IumbAb8q2dM,20,,
IumbAb8q2dM,21,,
IumbAb8q2dM,22,,
Jkswaaud0hk,1,,
Jkswaaud0hk,2,,
Jkswaaud0hk,3,,
Jkswaaud0hk,4,,
Jkswaaud0hk,5,,
Jkswaaud0hk,6,,
Jkswaaud0hk,7,,
Jkswaaud0hk,8,,
Jkswaaud0hk,9,,
Jkswaaud0hk,10,,
Jkswaaud0hk,11,,
Jkswaaud0hk,12,,
Jkswaaud0hk,13,,
Jkswaaud0hk,14,,
Jkswaaud0hk,15,,
Jkswaaud0hk,16,,
Jkswaaud0hk,17,,
Jkswaaud0hk,18,,
Jkswaaud0hk,19,,
Jkswaaud0hk,20,,
LSi-o-IrDMs,1,,
LSi-o-IrDMs,2,,
LSi-o-IrDMs,3,,
LSi-o-IrDMs,4,,
LSi-o-IrDMs,5,,
LSi-o-IrDMs,6,,
LSi-o-IrDMs,7,,
LSi-o-IrDMs,8,,
LSi-o-IrDMs,9,,
LSi-o-IrDMs,10,,
LSi-o-IrDMs,11,,
LSi-o-IrDMs,12,,
LSi-o-IrDMs,13,,
LSi-o-IrDMs,14,,
LSi-o-IrDMs,15,,
LSi-o-IrDMs,16,,
LSi-o-IrDMs,17,,
LSi-o-IrDMs,18,,
LSi-o-IrDMs,19,,
LSi-o-IrDMs,20,,
LSi-o-IrDMs,21,,
LSi-o-IrDMs,22,,
LSi-o-IrDMs,23,,
LSi-o-IrDMs,24,,
LSi-o-IrDMs,25,,
LSi-o-IrDMs,26,,
LSi-o-IrDMs,27,,
LSi-o-IrDMs,28,,
LSi-o-IrDMs,29,,
MLal-t_vJPM,1,,
MLal-t_vJPM,2,,
MLal-t_vJPM,3,,
MLal-t_vJPM,4,,
MLal-t_vJPM,5,,
MLal-t_vJPM,6,,
MLal-t_vJPM,7,,
MLal-t_vJPM,8,,
MLal-t_vJPM,9,,
MLal-t_vJPM,10,,
MLal-t_vJPM,11,,
MLal-t_vJPM,12,,
MLal-t_vJPM,13,,
MLal-t_vJPM,14,,
MLal-t_vJPM,15,,
MLal-t_vJPM,16,,
MLal-t_vJPM,17,,
MLal-t_vJPM,18,,
Njd1F0vZSm4,1,,
Njd1F0vZSm4,2,,
Njd1F0vZSm4,3,,
Njd1F0vZSm4,4,,
Njd1F0vZSm4,5,,
Njd1F0vZSm4,6,,
Njd1F0vZSm4,7,,
Njd1F0vZSm4,8,,
Njd1F0vZSm4,9,,
Njd1F0vZSm4,10,,
Njd1F0vZSm4,11,,
Njd1F0vZSm4,12,,
Njd1F0vZSm4,13,,
Nzq88NnDkEk,1,,
Nzq88NnDkEk,2,,
Nzq88NnDkEk,3,,
Nzq88NnDkEk,4,,
Nzq88NnDkEk,5,,
Nzq88NnDkEk,6,,
Nzq88NnDkEk,7,,
Nzq88NnDkEk,8,,
Nzq88NnDkEk,9,,
Nzq88NnDkEk,10,,
Nzq88NnDkEk,11,,
Nzq88NnDkEk,12,,
Nzq88NnDkEk,13,,
Nzq88NnDkEk,14,,
Nzq88NnDkEk,15,,
Nzq88NnDkEk,16,,
Nzq88NnDkEk,17,,
Nzq88NnDkEk,18,,
Nzq88NnDkEk,19,,
Nzq88NnDkEk,20,,
Nzq88NnDkEk,21,,
Nzq88NnDkEk,22,,
Nzq88NnDkEk,23,,
Nzq88NnDkEk,24,,
Nzq88NnDkEk,25,,
Nzq88NnDkEk,26,,
Nzq88NnDkEk,27,,
Nzq88NnDkEk,28,,
Nzq88NnDkEk,29,,
Nzq88NnDkEk,30,,
Nzq88NnDkEk,31,,
Nzq88NnDkEk,32,,
OQvJTdtJ2H4,1,,
OQvJTdtJ2H4,2,,
OQvJTdtJ2H4,3,,
OQvJTdtJ2H4,4,,
OQvJTdtJ2H4,5,,
OQvJTdtJ2H4,6,,
OQvJTdtJ2H4,7,,
OQvJTdtJ2H4,8,,
OQvJTdtJ2H4,9,,
OQvJTdtJ2H4,10,,
OQvJTdtJ2H4,11,,
OQvJTdtJ2H4,12,,
OQvJTdtJ2H4,13,,
OQvJTdtJ2H4,14,,
OQvJTdtJ2H4,15,,
OQvJTdtJ2H4,16,,
OtBXNcAL_lE,1,,
OtBXNcAL_lE,2,,
OtBXNcAL_lE,3,,
OtBXNcAL_lE,4,,
OtBXNcAL_lE,5,,
OtBXNcAL_lE,6,,
OtBXNcAL_lE,7,,
OtBXNcAL_lE,8,,
OtBXNcAL_lE,9,,
OtBXNcAL_lE,10,,
OtBXNcAL_lE,11,,
OtBXNcAL_lE,12,,
OtBXNcAL_lE,13,,
OtBXNcAL_lE,14,,
OtBXNcAL_lE,15,,
OtBXNcAL_lE,16,,
OtBXNcAL_lE,17,,
OtBXNcAL_lE,18,,
OtBXNcAL_lE,19,,
OtBXNcAL_lE,20,,
OtBXNcAL_lE,21,,
OtBXNcAL_lE,22,,
OtBXNcAL_lE,23,,
OtBXNcAL_lE,24,,
Oz06ZWiO20M,1,,
Oz06ZWiO20M,2,,
Oz06ZWiO20M,3,,
Oz06ZWiO20M,4,,
Oz06ZWiO20M,5,,
Oz06ZWiO20M,6,,
Oz06ZWiO20M,7,,
Oz06ZWiO20M,8,,
Oz06ZWiO20M,9,,
Oz06ZWiO20M,10,,
Oz06ZWiO20M,11,,
Oz06ZWiO20M,12,,
Oz06ZWiO20M,13,,
Oz06ZWiO20M,14,,
Oz06ZWiO20M,15,,
Oz06ZWiO20M,16,,
Oz06ZWiO20M,17,,
Oz06ZWiO20M,18,,
Oz06ZWiO20M,19,,
Oz06ZWiO20M,20,,
Oz06ZWiO20M,21,,
Oz06ZWiO20M,22,,
Oz06ZWiO20M,23,,
Oz06ZWiO20M,24,,
Oz06ZWiO20M,25,,
POKffnXeBds,1,,
POKffnXeBds,2,,
POKffnXeBds,3,,
POKffnXeBds,4,,
POKffnXeBds,5,,
POKffnXeBds,6,,
POKffnXeBds,7,,
POKffnXeBds,8,,
POKffnXeBds,9,,
POKffnXeBds,10,,
POKffnXeBds,11,,
POKffnXeBds,12,,
POKffnXeBds,13,,
PZ-lDQFboO8,1,,
PZ-lDQFboO8,2,,
PZ-lDQFboO8,3,,
PZ-lDQFboO8,4,,
PZ-lDQFboO8,5,,
PZ-lDQFboO8,6,,
PZ-lDQFboO8,7,,
PZ-lDQFboO8,8,,
PZ-lDQFboO8,9,,
PZ-lDQFboO8,10,,
PZ-lDQFboO8,11,,
PZ-lDQFboO8,12,,
QN9ZIUWUXsY,1,,
QN9ZIUWUXsY,2,,
QN9ZIUWUXsY,3,,
QN9ZIUWUXsY,4,,
QN9ZIUWUXsY,5,,
QN9ZIUWUXsY,6,,
QN9ZIUWUXsY,7,,
QN9ZIUWUXsY,8,,
QN9ZIUWUXsY,9,,
QN9ZIUWUXsY,10,,
QN9ZIUWUXsY,11,,
QN9ZIUWUXsY,12,,
QN9ZIUWUXsY,13,,
QN9ZIUWUXsY,14,,
QN9ZIUWUXsY,15,,
QN9ZIUWUXsY,16,,
QN9ZIUWUXsY,17,,
QN9ZIUWUXsY,18,,
Qr1Ca94K55A,1,,
Qr1Ca94K55A,2,,
Qr1Ca94K55A,3,,
Qr1Ca94K55A,4,,
Qr1Ca94K55A,5,,
Qr1Ca94K55A,6,,
Qr1Ca94K55A,7,,
Qr1Ca94K55A,8,,
Qr1Ca94K55A,9,,
Qr1Ca94K55A,10,,
Qr1Ca94K55A,11,,
Qr1Ca94K55A,12,,
Qr1Ca94K55A,13,,
Qr1Ca94K55A,14,,
Sqr0AcuoNnk,1,,
Sqr0AcuoNnk,2,,
Sqr0AcuoNnk,3,,
Sqr0AcuoNnk,4,,
Sqr0AcuoNnk,5,,
Sqr0AcuoNnk,6,,
Sqr0AcuoNnk,7,,
Sqr0AcuoNnk,8,,
Sqr0AcuoNnk,9,,
Sqr0AcuoNnk,10,,
Sqr0AcuoNnk,11,,
Sqr0AcuoNnk,12,,
Sqr0AcuoNnk,13,,
Sqr0AcuoNnk,14,,
Sqr0AcuoNnk,15,,
Sqr0AcuoNnk,16,,
Sqr0AcuoNnk,17,,
Sqr0AcuoNnk,18,,
Sqr0AcuoNnk,19,,
Sqr0AcuoNnk,20,,
Sqr0AcuoNnk,21,,
Sqr0AcuoNnk,22,,
TvyZBvOMOTc,1,,
TvyZBvOMOTc,2,,
TvyZBvOMOTc,3,,
TvyZBvOMOTc,4,,
TvyZBvOMOTc,5,,
TvyZBvOMOTc,6,,
TvyZBvOMOTc,7,,
TvyZBvOMOTc,8,,
TvyZBvOMOTc,9,,
TvyZBvOMOTc,10,,
TvyZBvOMOTc,11,,
TvyZBvOMOTc,12,,
TvyZBvOMOTc,13,,
TvyZBvOMOTc,14,,
TvyZBvOMOTc,15,,
VCslbP0mgZI,1,,
VCslbP0mgZI,2,,
VCslbP0mgZI,3,,
VCslbP0mgZI,4,,
VCslbP0mgZI,5,,
VCslbP0mgZI,6,,
VCslbP0mgZI,7,,
VCslbP0mgZI,8,,
VCslbP0mgZI,9,,
VCslbP0mgZI,10,,
VCslbP0mgZI,11,,
VCslbP0mgZI,12,,
VCslbP0mgZI,13,,
VCslbP0mgZI,14,,
VCslbP0mgZI,15,,
VCslbP0mgZI,16,,
VCslbP0mgZI,17,,
VbQk4H8hgr0,1,,
VbQk4H8hgr0,2,,
VbQk4H8hgr0,3,,
VbQk4H8hgr0,4,,
VbQk4H8hgr0,5,,
VbQk4H8hgr0,6,,
VbQk4H8hgr0,7,,
VbQk4H8hgr0,8,,
VbQk4H8hgr0,9,,
VbQk4H8hgr0,10,,
VbQk4H8hgr0,11,,
VbQk4H8hgr0,12,,
VbQk4H8hgr0,13,,
VbQk4H8hgr0,14,,
VbQk4H8hgr0,15,,
VbQk4H8hgr0,16,,
VbQk4H8hgr0,17,,
VbQk4H8hgr0,18,,
VbQk4H8hgr0,19,,
VbQk4H8hgr0,20,,
VbQk4H8hgr0,21,,
VbQk4H8hgr0,22,,
VbQk4H8hgr0,23,,
VbQk4H8hgr0,24,,
VbQk4H8hgr0,25,,
VbQk4H8hgr0,26,,
VbQk4H8hgr0,27,,
VbQk4H8hgr0,28,,
VbQk4H8hgr0,29,,
VbQk4H8hgr0,30,,
VbQk4H8hgr0,31,,
VbQk4H8hgr0,32,,
VbQk4H8hgr0,33,,
VbQk4H8hgr0,34,,
VbQk4H8hgr0,35,,
VbQk4H8hgr0,36,,
VbQk4H8hgr0,37,,
VbQk4H8hgr0,38,,
VbQk4H8hgr0,39,,
VbQk4H8hgr0,40,,
VbQk4H8hgr0,41,,
VbQk4H8hgr0,42,,
VbQk4H8hgr0,43,,
VbQk4H8hgr0,44,,
VbQk4H8hgr0,45,,
VbQk4H8hgr0,46,,
VbQk4H8hgr0,47,,
VbQk4H8hgr0,48,,
VbQk4H8hgr0,49,,
VbQk4H8hgr0,50,,
VbQk4H8hgr0,51,,
VbQk4H8hgr0,52,,
VbQk4H8hgr0,53,,
VbQk4H8hgr0,54,,
VbQk4H8hgr0,55,,
Vj1wYRQjB-o,1,,
Vj1wYRQjB-o,2,,
Vj1wYRQjB-o,3,,
Vj1wYRQjB-o,4,,
Vj1wYRQjB-o,5,,
Vj1wYRQjB-o,6,,
Vj1wYRQjB-o,7,,
Vj1wYRQjB-o,8,,
Vj1wYRQjB-o,9,,
W8NXH0Djyww,1,,
W8NXH0Djyww,2,,
W8NXH0Djyww,3,,
W8NXH0Djyww,4,,
W8NXH0Djyww,5,,
W8NXH0Djyww,6,,
W8NXH0Djyww,7,,
W8NXH0Djyww,8,,
W8NXH0Djyww,9,,
W8NXH0Djyww,10,,
W8NXH0Djyww,11,,
W8NXH0Djyww,12,,
W8NXH0Djyww,13,,
W8NXH0Djyww,14,,
W8NXH0Djyww,15,,
W8NXH0Djyww,16,,
W8NXH0Djyww,17,,
W8NXH0Djyww,18,,
W8NXH0Djyww,19,,
W8NXH0Djyww,20,,
W8NXH0Djyww,21,,
W8NXH0Djyww,22,,
W8NXH0Djyww,23,,
W8NXH0Djyww,24,,
W8NXH0Djyww,25,,
W8NXH0Djyww,26,,
W8NXH0Djyww,27,,
W8NXH0Djyww,28,,
W8NXH0Djyww,29,,
W8NXH0Djyww,30,,
W8NXH0Djyww,31,,
W8NXH0Djyww,32,,
